GI;ID;Gene.Symbol;BH.Q;ADJ.P;PER;LAG;AMP;ZT0_zsocred_iBAQ;ZT3_zscore_iBAQ;ZT6_zsocred_iBAQ;ZT9_zscore_iBAQ;ZT12_zsocred_iBAQ;ZT15_zscore_iBAQ;ZT18_zsocred_iBAQ;ZT21_zscore_iBAQ;ZT24_zsocred_iBAQ;ZT27_zscore_iBAQ;ZT30_zsocred_iBAQ;ZT33_zscore_iBAQ;ZT36_zsocred_iBAQ;ZT39_zscore_iBAQ;ZT42_zsocred_iBAQ;ZT45_zscore_iBAQ
"gi124301219;gi374093222;";"GeneID:213990;GeneID:213990;";Agap3;1;1;19.8;5.4;0.172055886;-0.475215275;-0.475215275;0.536800896;-0.475215275;-0.475215275;-0.475215275;-0.475215275;2.314490754;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi33563260;GeneID:15463;Agfg1;1;1;25.8;8.4;0.662324993;-1.252741442;1.765812874;-0.447467443;0.031216573;0.5075713;-1.272023452;0.253803515;0.413828076;-0.803986097;0.893267928;1.212152228;-1.425421923;0.293422625;1.085459997;-0.665113117;-0.589781641
gi21704138;GeneID:231801;Agfg2;1;1;22.8;6.9;0.729525427;-1.160812138;0.366211507;0.806818003;-0.51738555;1.242656365;-0.93224025;1.138416451;-0.943664387;0.202727109;1.576872916;0.276769391;-1.437275075;-0.055659257;-0.459343916;-1.079299282;0.975208113
gi37537518;GeneID:69923;Agk;1;1;25.8;18.3;1.201766443;-0.124394603;-1.33915002;-0.651245545;-1.105078999;1.248465249;0.929580346;-0.017790162;1.059613734;-0.36396541;1.888748857;0.230187957;-0.681919918;0.661524302;0.366400332;-1.010228068;-1.090748051
gi124486747;GeneID:77559;Agl;1;0.866497296;19.8;9.9;0.920386708;-1.402643033;-0.700923802;0.725956066;-0.101019668;1.896340204;-0.612814582;0.015697854;0.17940696;-0.231440036;2.061580675;0.838171582;-0.775120738;-0.660427198;-0.189921859;-0.955576895;-0.08726553
gi124487169;GeneID:75986;Agmat;1;1;25.8;8.4;1.186997499;-1.240454605;1.481485073;0.259624654;0.797770637;0.838517705;-0.256101545;-0.828286454;-1.052555465;0.368841073;0.807653986;0.293185115;-1.478024889;1.516986036;-0.308260954;0.041841066;-1.242221434
gi148540116;GeneID:319660;Agmo;1;1;22.8;8.4;0.757117469;-1.061663627;1.097457018;-0.135537764;-0.419900759;1.867090489;-0.2267892;-0.952995851;-0.167660307;0.229224309;0.830383397;0.155619176;-1.101572339;1.794210023;-0.355980286;-1.260790933;-0.291093347
gi23956162;GeneID:67512;Agpat2;1;0.866497296;25.8;3.9;0.099561719;-1.059805218;1.882790098;-0.206224116;-0.228722843;1.165702098;-0.711248594;-0.327864834;-0.514626591;-0.588025549;1.454142094;0.17377426;-0.609091077;1.559338931;-0.298619081;-1.151681995;-0.539837583
gi27229278;GeneID:28169;Agpat3;0.898267811;0.049815442;19.8;9.9;0.362962693;-1.502352634;1.242915;-0.675531937;0.552159947;1.394452353;-0.026787573;-0.434591253;-0.550263904;1.400377912;-0.16310134;1.412196388;0.07871551;-0.094595592;-1.461397563;-0.886258278;-0.285937037
gi27229077;GeneID:52123;Agpat5;1;1;22.8;8.4;0.055200895;-0.487629472;0.658767794;-0.487629472;-0.487629472;2.267009038;-0.487629472;-0.487629472;-0.487629472;-0.539673375;1.548085101;-0.539673375;-0.539673375;1.68995515;-0.539673375;-0.539673375;-0.539673375
gi30520301;GeneID:102247;Agpat6;1;1;19.8;6.9;0.703241482;-0.412118304;1.64497943;0.398009676;-1.24044822;0.709276038;0.544291446;-1.19374787;-0.450242196;0.787606119;1.625424532;0.007318847;-1.077479605;-0.563435772;0.626361496;-1.365746425;-0.04004919
gi27370046;GeneID:231510;Agpat9;1;1;19.8;18.3;2;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5
gi171184418;GeneID:235386;Agphd1;1;1;25.8;18.3;1.060648559;-1.169229207;-0.455414174;-0.238988941;-0.628582597;1.369383724;-0.961747573;1.05579302;1.028785748;-1.543256311;-0.372826187;1.035473498;-0.993330412;0.388920095;0.858488552;1.130552996;-0.50402223
gi295444834;GeneID:228061;Agps;1;0.536288358;22.8;8.4;0.599727671;-0.355520965;-0.19954401;-0.428380086;0.982522187;1.801967007;-0.146922503;-1.551007355;-0.103114275;0.536403508;-0.455230382;1.764154455;-0.191094404;0.457828438;0.182914683;-1.637261464;-0.657714833
gi344217723;GeneID:11603;Agrn;1;1;25.8;0;0.46840724;0.122067627;-0.859543182;2.045456033;-0.337405947;-0.540017874;-1.173373069;0.417452117;0.325364295;-0.389504642;-0.798610406;0.584842819;-0.312542518;-0.618548253;0.477692054;2.045193281;-0.988522335
gi113461998;GeneID:11606;Agt;1;1;19.8;3.9;0.57656956;0.787701862;-0.978079398;-0.021622619;-0.536536064;1.593908632;-0.120369001;-1.438768306;0.713764894;0.477454364;1.494294598;-0.574248658;-0.811968171;0.341105109;-0.35372365;-1.540346553;0.967432961
gi31542119;GeneID:11610;Agtrap;1;1;19.8;18.3;2;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5
gi73661178;GeneID:268782;Agxt2;1;1;25.8;12.9;0.466707459;-0.247700912;-0.770596909;-0.348578284;2.310449547;0.286338515;-0.341091831;-0.062437065;-0.826383062;-0.063789464;0.043757781;-0.047981289;-0.943559982;-0.615604928;-0.011483856;2.299145226;-0.660483488
gi254675333;GeneID:71760;Agxt2L1;1;0.415393267;19.8;8.4;0.678755999;-1.359634326;1.151049808;0.670008864;0.554340962;-0.222773266;1.074044066;-1.182679206;-0.684356901;0.276456143;0.441456458;1.645780164;-1.204240611;-1.353395736;0.511668408;-0.620349839;0.302625014
gi28077015;GeneID:72947;Agxt2L2;0.388034938;0.004521351;22.8;8.4;0.592437045;-0.477415386;-0.501215644;0.63662824;2.088200779;-0.0820069;-0.00504291;-0.398388216;-1.260759963;-0.215728618;-0.887095275;1.1556837;1.044392878;0.257875034;0.964195543;-1.324523795;-0.994799467
gi158508460;GeneID:226747;Ahctf1;0.898267811;0.049815442;22.8;9.9;0.339014621;-0.894471719;-0.087847398;-0.163243207;2.369364172;0.01780399;-0.513539674;-0.470306563;-0.2577596;-0.592334383;0.197233749;-0.130639282;2.390754052;-0.390508373;-0.480708687;-0.490843543;-0.502953532
gi262263372;GeneID:269378;Ahcy;1;1;19.8;5.4;0.542857514;-0.076924774;-0.974159955;1.126120494;-0.083328281;0.969482656;-0.237976329;-1.686740018;0.963526206;0.350457795;0.426751365;0.839480441;-1.717020993;-0.173201764;-0.344040512;1.471351405;-0.853777737
gi27734986;GeneID:229709;Ahcyl1;1;0.685139985;19.8;0;0.627526119;1.565673752;0.692126582;-1.486750459;-0.9414925;-0.510359405;-0.37787126;0.46172206;0.59695123;-0.886071492;1.598002114;-0.054036552;-1.040683517;-0.025839764;0.483539918;1.043756945;-1.118667652
gi342307101;GeneID:74340;Ahcyl2;1;1;25.8;18.3;0.742035872;0.193942147;0.015329609;-2.020214505;-0.738013695;0.379331134;0.122148419;1.225390909;0.822085982;0.963889037;1.555247671;-1.126154438;-0.676640457;0.246610786;0.697559522;-0.830076095;-0.830436025
gi124244060;GeneID:230793;Ahdc1;1;1;22.8;8.4;0.001426133;-0.538716478;1.748114096;-0.538716478;-0.538716478;1.484184774;-0.538716478;-0.538716478;-0.538716478;-0.540061049;1.62314199;-0.540061049;-0.540061049;1.617224306;-0.540061049;-0.540061049;-0.540061049
gi61743961;GeneID:66395;Ahnak;1;0.180488019;25.8;2.4;0.086366575;-0.588347074;1.812789359;-0.750388921;0.417704856;0.128147777;-1.094639002;-0.803059779;0.877792784;0.635263876;0.498645032;-0.707453705;1.998244107;-0.279381666;-0.824594128;-0.995143618;-0.325579898
gi22122515;GeneID:217737;Ahsa1;1;1;22.8;8.4;0.359950015;-2.191107213;1.094944477;0.011087752;-0.239628861;0.028324253;-0.014277568;0.858655454;0.452001706;0.368101424;1.380548018;0.183804695;-0.769193479;1.272849835;-0.141974463;-1.322156881;-0.97197915
gi62530188;GeneID:268390;Ahsa2;1;0.318262216;22.8;21.3;0.388264152;0.071336902;-0.989299611;0.985465969;-0.989299611;-0.427169566;0.876378576;-0.989299611;1.461886953;0.117551698;-1.21769309;-0.467286603;-1.21769309;-0.358513149;1.103152887;0.587221113;1.453260232
gi7304875;GeneID:11625;Ahsg;1;0.866497296;25.8;6.9;0.345117244;-0.303500521;0.898065489;1.395972467;0.071561561;-1.794004162;-0.199402541;-0.700279328;0.631587036;-0.434377974;-0.330258743;-0.510846092;0.809963129;2.138694167;-0.129353778;-0.809357705;-0.734463005
gi340745359;GeneID:98870;Ai182371;1;0.133460969;22.8;5.4;0.504003634;-0.476591141;2.277204827;0.457063168;-0.218303913;-0.276375022;-0.716141178;-0.212430088;-0.834426653;0.447926738;2.270804516;-0.14630946;-0.387729154;-0.43875231;-0.3220409;-0.995771324;-0.428128105
gi37718970;GeneID:230249;Ai314180;1;1;25.8;8.4;0.56358805;-1.32053123;1.941516063;-0.012912607;-0.252477002;-0.122684573;-1.039553696;0.373814044;0.432829;-0.22424935;1.404697461;-0.984461661;0.113203852;0.354045988;1.319012063;-1.27814486;-0.704103494
gi110625732;GeneID:106821;Ai314976;0.469430719;0.007062232;22.8;18.3;1.0912774;0.050333177;-0.977142578;-0.977142578;-0.977142578;0.106199026;-0.085927734;1.324990961;1.535832303;0.496958335;-1.165258057;-1.165258057;-1.165258057;0.583759364;1.287456731;0.412980473;0.714619267
gi237858808;GeneID:107197;Ai462493;1;0.180488019;22.8;6.9;0.925741332;-0.332112922;1.467379319;-0.644945074;0.32688692;1.412045199;-0.130279751;-1.049486845;-1.049486845;0.770953323;1.539648207;0.812293935;-0.999046741;0.369038211;-0.494793452;-0.999046741;-0.999046741
gi147903587;GeneID:329828;Ai464131;1;1;22.8;9.9;0.772509784;-1.023309415;0.092904393;-0.418021706;0.472500896;0.575197505;1.57932661;-1.614920963;0.33632268;-0.583369995;1.387607787;0.600867292;-0.629193978;0.029124807;0.458970467;-1.84998088;0.585974498
gi309272110;GeneID:100155;Ai481877;1;1;0;0;0;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi161484644;GeneID:224833;Ai661453;1;1;19.8;5.4;1.125053332;-0.647011926;0.622199366;-0.087856328;1.574410303;-1.070535307;-0.723536414;-0.829571879;1.161902187;-1.23705974;0.968897046;1.556461708;-0.804728587;0.070633513;-1.013405693;0.631687466;-0.172485714
gi208431789;GeneID:107242;Ai837181;1;1;25.8;18.3;1.084822557;-0.424264504;-1.291837772;0.227368602;-1.260266334;1.085966956;1.205064103;-0.393436439;0.851405388;1.412257566;-1.246785659;-0.638670379;-0.894948115;0.993147832;0.49661919;-0.768571868;0.646951433
gi9506379;GeneID:11629;Aif1;1;1;22.8;3.9;0.677064263;0.947583954;-1.617070743;-0.180537735;1.668776753;-0.299383746;-0.722369114;-0.035803627;0.238804259;1.220874526;1.748358919;-0.532343539;-0.606501086;-0.705978148;0.32897186;-0.990021146;-0.463361386
gi6755004;GeneID:26926;Aifm1;1;1;25.8;18.3;0.68016081;-0.622126317;-1.179240607;-0.184238215;-0.648751797;2.064204711;0.138887185;-0.228384549;0.65964959;-0.172236611;2.044793479;0.482928834;-1.041864918;0.020555869;0.319769228;-0.828975484;-0.824970397
gi85861162;GeneID:71361;Aifm2;1;1;22.8;9.9;0.381828054;-1.507863145;-0.620074354;0.403554831;-0.126730773;-0.023116738;-0.651933052;0.74028246;1.785880772;-0.672321106;2.021236562;0.080370274;-0.385936094;0.949282269;-0.454012219;-0.859426022;-0.679193664
gi163965368;GeneID:11630;Aim1;1;0.210790279;25.8;8.4;0.594600358;0.006224966;0.755497373;-1.090885853;0.329420583;1.521493989;0.660020648;-1.090885853;-1.090885853;-0.891808093;-0.891808093;0.997043606;0.24992909;1.347680254;0.972579423;-0.891808093;-0.891808093
gi126012517;GeneID:13722;Aimp1;1;0.866497296;19.8;5.4;0.865619422;-1.342807495;-0.242701794;0.393706748;1.134716344;-1.479199066;-0.123572815;0.59064558;1.069212498;0.892117315;1.177234405;-0.825124991;-0.319014555;-1.007559161;0.106410377;-1.23858299;1.2145196
"gi22122695;gi288541337;";"GeneID:231872;GeneID:231872;";Aimp2;1;1;22.8;8.4;0.325114175;-1.121492284;1.726192779;-0.847648904;-0.655554146;0.860873406;0.166638605;-0.711443858;0.582434403;0.842554584;0.144741985;0.620262218;-1.311338265;1.657540401;-0.35087863;-0.870890581;-0.731991712
gi311771692;GeneID:11636;Ak1;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi34328230;GeneID:11637;Ak2;1;1;19.8;0;0.617972388;0.594992419;0.147034323;-0.753935657;0.843283573;-1.734481662;0.928812073;0.845450993;-0.871156063;1.143219291;0.788774674;0.764131457;-1.784285108;0.573021159;-0.679234189;-0.710290424;-0.095336859
gi23956104;GeneID:56248;Ak3;1;1;25.8;11.4;1.293323697;-0.722138895;-1.19636142;0.817574349;1.368359602;0.764823412;0.635422843;-0.581744926;-1.085934966;0.296121301;1.017274009;0.66962704;-1.698206882;-0.920259339;0.900599589;0.520127331;-0.78528305
gi294862286;GeneID:11639;Ak4;1;1;19.8;2.4;0.573212214;-1.348562225;1.049506441;-0.101468211;-0.955398683;1.58605785;-0.355553264;0.566182601;-0.440764509;0.934872588;1.602123039;-0.329673131;-1.075903231;-0.290525614;0.711812649;-1.27456599;-0.27814031
gi110347489;GeneID:11640;Akap1;1;1;19.8;5.4;0.745437005;-1.496071708;1.760514801;-0.907775601;0.225997261;-0.153329157;-0.309716801;0.06585391;0.814527295;1.120061032;1.73774208;-0.192662695;-0.703352607;0.292652603;-0.244056605;-1.123219965;-0.887163842
gi40807354;GeneID:56697;Akap10;1;1;22.8;11.4;0.260250074;-0.495407426;-0.495407426;-0.495407426;0.741334509;-0.495407426;2.231110047;-0.495407426;-0.495407426;2.300573506;-0.53579668;-0.53579668;-0.127358242;-0.53579668;0.505743943;-0.535772487;-0.53579668
gi13626040;GeneID:83397;Akap12;1;0.318262216;25.8;6.9;0.288955779;-0.614890166;2.406331886;-0.200441056;-0.272113953;-0.166006912;-0.212610682;-0.788285244;-0.151983872;-0.381895722;1.960207788;-0.266765009;0.968661568;-0.06854148;-0.323578412;-0.709063702;-1.179025032
gi189181672;GeneID:75547;Akap13;1;1;25.8;24.3;0.701025632;-0.517450967;0.436925728;-0.968011825;-0.386928551;0.232356789;-1.093448586;0.262877003;2.033680408;-0.800721176;1.771244645;-0.588831515;-0.701596323;0.857459461;0.243595301;-1.191482396;0.410332004
gi78711832;GeneID:11641;Akap2;1;0.156974494;25.8;12.9;0.491474931;-1.226655018;-0.582398656;0.427916859;0.483426539;-0.442750938;-0.494969497;2.060932105;-0.225501394;-0.99592718;-0.507657636;-0.306492073;-0.392649954;0.772830587;1.909637511;0.516185926;-0.99592718
gi31560394;GeneID:56399;Akap8;1;1;22.8;11.4;0.631176301;-1.276402356;1.511993487;0.021923743;0.734554026;-0.817474375;1.01583364;-0.334560569;-0.855867596;-0.102534594;-0.252741174;0.440238121;-0.860886086;1.089727015;1.627412926;-1.338396166;-0.602820042
gi70780373;GeneID:54194;Akap8L;1;1;22.8;15.3;0.915211704;-0.539077691;-0.539077691;-0.539077691;-0.539077691;1.504348546;-0.539077691;1.7301176;-0.539077691;-0.921800874;1.163861339;-0.921800874;0.789437309;0.621865593;-0.921800874;1.112039254;-0.921800874
gi125661048;GeneID:100986;Akap9;1;0.070160199;22.8;16.8;0.700675968;0.09358951;-0.975892627;-0.764418362;-0.555289303;0.174356712;-0.626486628;0.552126557;2.102014141;-0.284708749;-1.043908201;-0.706567312;-0.813209247;0.317689307;0.39287422;0.037359178;2.100470803
gi10946870;GeneID:58810;Akr1A1;1;1;25.8;9.9;0.480718463;-2.075642939;-0.286482002;0.5989753;0.187737837;-0.093187248;1.475976983;0.026047242;0.166574828;1.868458217;0.81576389;-0.161743905;-0.92369591;0.435313722;-0.167484047;-0.979936865;-0.886675104
gi71067102;GeneID:67861;Akr1B10;1;1;19.8;9.9;0.02002823;-0.35784467;-0.35784467;-0.35784467;2.474735746;-0.35784467;-0.35784467;-0.35784467;-0.327667726;-0.359697419;-0.316405217;-0.359697419;2.474589731;-0.359697419;-0.359697419;-0.359697419;-0.359697419
gi160707894;GeneID:11677;Akr1B3;1;0.866497296;25.8;3.9;0.468693738;-1.338859078;1.948302387;0.524738253;-0.037062418;-0.690202198;-0.506112947;-0.396160346;0.495356347;-0.469328819;0.995709813;-0.455672052;2.086564508;-0.471339893;-0.372915896;-0.699338218;-0.613679443
gi160415215;GeneID:11997;Akr1B7;1;0.866497296;22.8;11.4;0.171763662;-0.704063866;-0.704063866;-0.704063866;1.161572869;0.737572142;-0.704063866;1.621174318;-0.704063866;-0.596153941;-0.596153941;-0.596153941;2.221390095;0.386751717;-0.596153941;0.372627895;-0.596153941
gi6679791;GeneID:14187;Akr1B8;1;1;25.8;18.3;0.816921911;-0.326326274;0.342078658;-0.737448049;-1.853114381;1.237931433;1.113313061;0.140936166;0.082629387;-0.259936712;2.160042776;0.132878585;-1.408451123;-0.157136475;0.078242522;-0.065960183;-0.47967939
gi85719330;GeneID:622402;Akr1C12;1;1;19.8;8.4;0.165318366;-0.40191885;-0.444914425;-0.063993466;2.455436805;-0.430890918;-0.404025718;-0.411904488;-0.297788941;-0.220230291;-0.182454408;-0.374595435;2.442607017;-0.476767571;-0.208249509;-0.663906738;-0.316403066
gi171846276;GeneID:27384;Akr1C13;1;1;25.8;18.3;0.689766059;-0.534218818;-0.182991143;0.492056826;-2.212716564;0.495174705;0.798684539;0.519971371;0.624039083;0.258617766;1.031597991;0.018875326;-2.355536822;0.320171669;0.227437971;0.393216141;0.105619958
gi19527294;GeneID:105387;Akr1C14;1;1;25.8;12.9;0.884707947;-1.722013718;0.154988626;-0.889669139;0.586143412;1.579161018;-0.221415568;0.573666735;-0.060861366;-0.42831915;-0.962748164;0.895104622;-1.078656442;-0.491116203;1.012517599;-0.499043572;1.55226131
gi282398141;GeneID:432720;Akr1C19;1;0.866497296;22.8;8.4;0.623632065;-1.512782043;0.251606818;0.332623786;1.684578448;-0.589618514;0.889680695;-0.566106704;-0.489982485;-0.532543572;1.596734054;-0.232513949;-0.46289728;0.840940638;-0.300308258;-1.613934032;0.704522399
gi16905111;GeneID:116852;Akr1C20;1;1;19.8;6.9;0.514582347;-0.545126403;1.946016927;-0.795439147;0.920120941;-0.811384947;0.192391607;-0.859618516;-0.046960463;-0.456848019;1.001244348;-0.274442297;-1.447442142;0.74134294;1.552272777;-0.423190218;-0.692937389
gi13487925;GeneID:83702;Akr1C6;1;1;25.8;18.3;0.780241357;-1.143336191;-1.062348743;0.405761147;-0.217241584;1.741543596;-0.651643714;0.945730878;-0.018465388;-0.638915672;0.134825407;0.921625529;-1.967877405;-0.287614477;1.226725075;0.10902574;0.502205802
gi21703734;GeneID:208665;Akr1D1;1;1;19.8;9.9;0.614617834;-1.198115819;-0.292345205;0.671343451;-0.797183688;1.555354611;-0.840244286;-0.20577254;1.106963476;-1.406082092;0.522679426;1.845539843;-1.067491309;0.160696418;0.193193236;0.110415478;-0.358950999
gi93277108;GeneID:56043;Akr1E1;1;1;25.8;11.4;1.092218345;-1.225604829;-0.481551011;-0.109725674;0.927943904;1.037314537;1.140372332;-1.414431116;0.125681857;0.755735298;0.885310947;-1.01531181;-1.031829721;0.921094302;1.033538752;-0.308459715;-1.240078053
gi240120054;GeneID:110198;Akr7A5;1;1;19.8;9.9;0.623418107;-0.131504151;-1.329187397;-0.301175392;0.231621174;2.188620635;-0.473759899;0.049224258;-0.233839229;-0.185187994;0.486162403;1.937929194;-1.234599639;-1.182821734;0.222498871;-0.023652531;-0.020328572
gi6753034;GeneID:11651;Akt1;1;1;22.8;13.8;0.314533166;-0.340414987;-0.333569665;-0.401707392;2.472299006;-0.313051672;-0.401707392;-0.280140506;-0.401707392;-0.359702765;0.686726847;-0.981907805;0.10227773;0.852044715;-0.981907805;1.664376886;-0.981907805
gi359807125;GeneID:67605;Akt1S1;1;0.415393267;22.8;11.4;1.027938907;-0.776545783;-0.669778617;0.931434144;0.155437283;-0.500506909;1.987390986;-0.231403656;-0.896027448;-1.483253666;-0.613949116;0.149461716;0.896919137;0.294288976;1.371311714;-1.155959951;0.541181189
gi158937315;GeneID:11652;Akt2;1;1;25.8;22.8;0.667970554;-0.130689354;0.820939263;-0.994284543;-1.443027511;1.509057002;-0.57390371;0.794433751;0.017475101;-0.989545432;1.061988204;0.615564253;-1.100933235;0.894514186;0.32635961;-1.421065647;0.61311806
gi6753918;GeneID:14339;Aktip;0.800875825;0.034846367;22.8;8.4;1.024426494;-1.07352537;1.453090354;0.195166108;1.116114933;0.375232471;0.080972244;-1.07352537;-1.07352537;-0.70627527;1.669183571;-0.320410541;1.525832566;-0.399366113;-0.356413671;-0.70627527;-0.70627527
gi160707967;GeneID:11655;Alas1;0.547128572;0.010813456;22.8;16.8;1.195174693;-1.003850868;-0.480097714;-1.194461212;-0.706159845;0.120696686;1.490304238;0.768372151;1.005196564;-0.573516948;-0.603044937;-0.839161959;-0.742538507;1.809680314;1.287329386;0.007154253;-0.345901602
gi156255176;GeneID:11656;Alas2;1;1;19.8;6.9;0.700666814;0.56216979;-0.477886476;2.305149067;-0.477886476;-0.477886476;-0.477886476;-0.477886476;-0.477886476;2.321335612;-0.473175446;0.517717065;-0.473175446;-0.473175446;-0.473175446;-0.473175446;-0.473175446
gi163310765;GeneID:11657;Alb;1;1;19.8;15.3;0.594282145;2.117114714;0.134961434;-0.339797308;-0.960001175;0.182540789;0.321197349;-0.363270771;-1.092745032;0.70428249;-2.029014176;0.3786729;1.326299129;-0.252735358;0.039709762;-0.533714411;0.366499664
gi31791059;GeneID:11658;Alcam;1;1;25.8;12.9;0.862515232;0.821750084;-1.653941477;-0.864528715;1.214921418;0.241701755;0.951119308;-0.081708015;-0.629314359;-0.049225733;0.157532404;1.08030121;-0.843505121;-0.585868051;1.844960135;-0.975834229;-0.628360614
gi26080429;GeneID:69748;Aldh16A1;1;0.685139985;19.8;12.3;0.859613373;-1.013833322;-1.012271902;-0.172885779;0.485490034;1.88312092;0.305383404;-0.919278771;0.444275415;-0.873573179;0.154605304;1.659952305;-1.139337832;0.750960157;-0.316143778;-0.974849645;0.738386669
gi255958294;GeneID:56454;Aldh18A1;1;1;0;0;0;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi85861182;GeneID:11668;Aldh1A1;1;1;19.8;5.4;0.466817066;-2.067281068;0.216887949;-0.423862885;0.894746782;0.942708846;-0.558975988;0.465195313;0.530581051;0.224179749;1.395101603;0.199208142;-2.111614988;0.290433431;-0.481826352;0.430601925;0.053916489
gi7106242;GeneID:26358;Aldh1A7;1;1;22.8;11.4;0.490756164;-2.255404603;0.291524889;0.550466186;0.140914981;0.143564708;-0.174666064;0.102032796;1.201567107;-1.737740087;-0.25547844;1.123932992;-0.509273438;1.318016185;0.392351035;-0.63826574;0.306457493
gi21312260;GeneID:72535;Aldh1B1;1;0.415393267;22.8;13.8;0.417248203;-1.856937791;0.186033826;-0.378423573;0.121801998;-0.786112916;0.609390463;1.331295331;0.772952661;-0.863380851;-0.855938833;1.122739619;-0.135016897;1.797578716;0.273761734;-0.529377311;-0.810366177
gi27532959;GeneID:107747;Aldh1L1;1;1;25.8;15.3;0.60833528;-0.968361769;-0.41815214;-0.0580383;0.59119076;-0.737988252;-1.023540616;1.819041472;0.795848846;-0.743073712;-0.560030619;1.449426742;-1.721238701;-0.048096482;0.190003183;0.769106577;0.663903013
gi6753036;GeneID:11669;Aldh2;1;1;25.8;11.4;1.131669629;-1.390096197;-0.145167512;0.115558883;1.478983892;0.997864809;0.633693632;-0.943000039;-0.747837468;0.226496948;0.213446032;0.557068065;-2.144657452;-0.534752525;0.875676309;0.957928509;-0.151205886
gi75677435;GeneID:11671;Aldh3A2;0.898267811;0.049815442;19.8;9.9;0.614890972;-1.452624229;0.176774245;-0.583037077;0.593476877;1.883548596;0.359179832;-0.566587742;-0.410730501;0.542245023;0.874953814;1.556091759;-0.892536286;-0.328483712;-0.679199019;-1.424631902;0.351560322
gi225543103;GeneID:212647;Aldh4A1;1;1;25.8;11.4;1.007925162;-0.383579219;-1.718777379;1.004548974;0.992243942;0.55618182;0.469290307;0.230088255;-1.149996699;0.102730851;0.721850624;0.498126897;-2.335490689;-0.112399528;0.657711051;-0.091263781;0.558734576
gi27369748;GeneID:214579;Aldh5A1;1;1;25.8;8.4;0.459188802;-0.819457106;1.835661209;-1.055056631;1.026486566;-0.53437754;-0.383970638;0.387628158;-0.456914017;-0.445425872;0.683210678;0.281751988;-1.707921228;0.965526788;0.997863246;0.35753075;-1.13253635
gi19527258;GeneID:104776;Aldh6A1;1;0.536288358;25.8;15.3;0.996024235;-1.49759997;-0.983680908;-0.303631068;-0.567046053;1.474878281;0.742471407;0.514222115;0.620386195;0.350525285;-0.442212968;0.806713731;-1.726219986;-0.932498373;1.112303713;0.962768776;-0.131380177
"gi188035915;gi188219757;";"GeneID:110695;GeneID:110695;";Aldh7A1;1;1;25.8;18.3;0.581467709;-1.957871459;0.444407699;0.325583356;-0.941154821;0.542683677;0.58398315;-0.146716693;1.149085092;-0.650607073;1.375705154;-0.251282049;-1.270691331;0.641828135;0.661147977;-1.260328328;0.754227515
gi30520135;GeneID:237320;Aldh8A1;1;1;25.8;18.3;0.37937203;-2.296193991;0.348255482;-0.193487281;0.060650788;0.428243047;0.239831813;0.302417417;1.110282726;-0.153499149;1.016497918;0.104566916;-2.255114499;0.492202423;0.048119627;-0.02822098;0.775447744
gi115334671;GeneID:56752;Aldh9A1;1;1;25.8;11.4;0.643748757;-0.328177155;-0.478588845;0.698201701;-0.612269817;-0.16583849;1.766901668;0.623851404;-1.504080465;-0.693350572;-0.558688481;1.526532253;-1.624353192;-0.238101768;1.005298804;0.266412039;0.316250918
gi293597569;GeneID:11674;Aldoa;1;0.097422033;19.8;9.9;0.45476113;-1.121679488;0.929534668;-0.744718957;1.129334336;1.03499241;0.581768423;-0.931774118;-0.877457273;-0.343163592;-0.318658356;-0.335495734;2.473541311;-0.376405158;-0.357213273;-0.419873112;-0.322732087
gi312922382;GeneID:353204;Aldoart1;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi21450291;GeneID:230163;Aldob;0.898267811;0.049815442;19.8;5.4;0.987724423;0.295651638;0.342153671;1.015103131;0.585648664;-1.054699604;-1.989630521;0.287894541;0.51787848;0.852640828;-0.286176966;1.311144695;-1.898677896;-0.537859642;0.174845292;-0.294478549;0.678562238
